GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	INDIGO.NoDrug.Control
Rv0204c	Rv0204c	transmembrane protein	hypoxia_late:9%	0.1412	0.994195265856333	2221.66	2539	2558	2446	2051	1597	108.43	116.03
add	Rv3313c	adenosine deaminase	tyloxopol:10%	0.1607	0.996844104250174	2218.76	2436	2392	2429	2205	1682	76.57	77.71
purE	Rv3275c	N5-carboxyaminoimidazole ribonucleotide mutase	hypoxia_late:14%	0.0409	0.878179947500763	2270.57	1883	1851	1898	3253	2625	130.56	107.78
Rv0308	Rv0308	integral membrane protein	zinc_limitation:10%	0.2178	0.999921926337386	2143.85	2244	1857	1866	2704	2102	264.5	216.75
MT0856.1	MT0856.1	hypothetical protein	hypoxia_late:16%; human_sputum:14%; ctl_stationary:12%	0.0772	0.947931660168053	2256.22	2012	1874	1855	3151	2515	71.14	58.24
amiB1	Rv3306c	amidase AmiB	hypoxia_late:8%	0.1602	0.997720834999065	2212.14	2506	2461	2510	2069	1593	117.74	123.19
Rv3272	Rv3272	hypothetical protein	PBS_RIF_DDmtb:14%	0.1361	0.993501557817525	2233.95	2496	2517	2457	2137	1632	131.63	139.6
Rv1072	Rv1072	transmembrane protein	hypoxia_fatty_acids:15%	0.2157	0.999893870584091	2156.43	2319	2015	1953	2515	2007	2928.52	2567.88
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.0935	0.976320117419825	2244.99	2085	1933	1830	3051	2427	94.93	79.61
Rv3814c	Rv3814c	acyltransferase	microaerophilic:11%	0.1852	0.99888168823734	2181	2325	2009	1932	2650	2028	133.63	116.17
Rv3254	Rv3254	hypothetical protein	hypoxia_late:8%	0.1529	0.997920265174504	2211.93	2657	2641	2579	1856	1471	99.55	110.82
Rv1429	Rv1429	hypothetical protein	human_sputum:21%; hypoxia_late:21%; ctl_stationary:12%	0.1748	0.99858170736305	2193.24	2475	2507	2336	2059	1651	25.1	26.02
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	0.0889	0.973803480682198	2249.53	2071	1939	1851	3061	2426	112.41	94.77
Rv1686c	Rv1686c	ABC transporter permease	hypoxia_late:18%; PBS_RIF_DDmtb:16%	0.2295	0.9999800241395	2149.77	2272	1807	1839	2763	2135	26.97	21.24
rne	Rv2444c	ribonuclease E	nutrient_limitation:9%	0.2258	0.999448053636853	2195.62	3547	3194	3323	810	1031	456.92	650.07
Rv2079	Rv2079	hypothetical protein	PBS_RIF_DDmtb:14%; hypoxia_late:10%	0.1218	0.998000874664372	2179.08	3008	2999	2947	1234	1182	54.04	70.92
Rv2047c	Rv2047c	hypothetical protein	hypoxia_late:15%	0.1274	0.998355738792793	2163.19	3317	3211	3191	975	935	61.23	89.23
narK1	Rv2329c	nitrate/nitrite transporter	acidic:13%; zinc_limitation:11%	0.1669	0.998611361216566	2197.36	2851	2719	2758	1518	1396	238.91	276.45
Rv1341	Rv1341	non-canonical purine NTP pyrophosphatase	low_iron:15%	0.1905	0.999909974287524	2155.91	2098	1748	1821	2909	2298	183.25	144.67
Rv0601c	Rv0601c	two component sensor kinase HK2	hypoxia_late:56%	0.1393	0.982776476692493	2279.84	2280	2156	2141	2417	2413	7.16	6.39
cysE	Rv2335	serine acetyltransferase	high_iron:13%	0.186	0.999906785779711	2157.25	2196	1877	1800	2798	2183	237.74	196.56
PPE8	Rv0355c	PPE family protein PPE8	hypoxia_late:23%; ctl_stationary:15%; human_sputum:11%	0.0165	0.994675821169859	2150.45	4226	4069	3982	417	382	15.39	41.72
tgs2	Rv3734c	diacyglycerol O-acyltransferase	acidic:16%; acidic_tyloxopol:12%	0.1534	0.998172988467565	2220.82	2650	2612	2638	1857	1489	138.22	153.53
mptA	Rv2174	alpha(1->6)-mannopyranosyltransferase A	zinc_limitation:9%	0.1482	0.998234065779444	2211.92	2808	2737	2791	1608	1363	109.24	128.16
MT3084	MT3084	hypothetical protein	tyloxopol:10%	0.0816	0.979252741362185	2252.52	2070	1973	1890	3020	2397	230.43	198.8
Rv1565c	Rv1565c	hypothetical protein	tyloxopol:11%	0.1594	0.998873460962668	2190.43	3221	3072	3102	1081	1106	174.79	232.92
Rv1794	Rv1794	hypothetical protein	hypoxia_rar:9%	0.1474	0.997152799258879	2246.99	2352	2222	2178	2529	1973	712.39	674.11
phoP	Rv0757	two component system response transcriptional positive regulator PhoP	hypoxia_fatty_acids:8%	0.1916	0.999923414310317	2159.57	2268	1928	1876	2694	2080	391.94	333.36
Rv3174	Rv3174	short-chain dehydrogenase/reductase	butyrate:29%; hypoxia_late:12%	0.255	0.999999997289891	2162.36	2314	1894	1773	2814	2091	9.97	7.46
PE3	Rv0159c	PE family protein PE3	hypoxia_late:19%	0.1399	0.997838455202384	2234.59	2640	2648	2695	1865	1476	63.38	71.71
Rv0356c	Rv0356c	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	0.1017	0.988849314620022	2255.62	2136	1972	1884	2997	2371	102.12	86.84
lipN	Rv2970c	lipase/esterase LipN	zinc_limitation:9%	0.1484	0.9981702343787	2233.56	2470	2456	2416	2183	1695	182.35	188
Rv1526c	Rv1526c	glycosyltransferase	hypoxia_late:21%; human_sputum:13%	0.1329	0.997656673686565	2241.7	2521	2545	2643	2022	1576	40.08	44.17
Rv3071	Rv3071	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	0.1472	0.997958595515973	2244.84	2419	2388	2522	2218	1725	34.95	35.98
Rv2676c	Rv2676c	hypothetical protein	zinc_limitation:7%	0.1276	0.996931860069941	2245.61	2206	1976	1997	2858	2244	126.87	109.78
fadA3	Rv1074c	beta-ketoacyl CoA thiolase FadA	PBS_RIF_DDmtb:10%	0.1589	0.998433066709071	2228.54	2549	2495	2548	2008	1625	333.33	353.57
clpP2	Rv2460c	ATP-dependent CLP protease proteolytic subunit 2	human_sputum:9%	0.0768	0.978861203775198	2261.98	2062	1992	1939	3014	2384	650.86	566.01
pafB	Rv2096c	proteasome accessory factor B	INDIGO_exponential:8%	0.157	0.998616345861446	2214.87	2305	2319	2300	2365	1811	237.44	232.33
narU	Rv0267	nitrite extrusion protein NarU	PBS_RIF_DDmtb:11%	0.1337	0.997896971634534	2236.33	2636	2659	2640	1893	1494	78.46	88.66
rpsD	Rv3458c	30S ribosomal protein S4	tyloxopol:10%	0.0274	0.928578001025922	2286.64	1957	2025	1935	3129	2493	795.08	697.9
pncA	Rv2043c	pyrazinamidase/nicotinamidase PncA	cholesterol:13%	0.0073	0.877346454109638	2302.99	1897	1975	1943	3230	2605	216.54	187.41
ideR	Rv2711	iron-dependent repressor and activator IdeR	PBS_RIF_DDmtb:11%	0.1686	0.999896474393576	2171.13	2190	1908	1812	2813	2199	642.13	538.44
cyp128	Rv2268c	cytochrome P450 Cyp128	hypoxia_late:28%; ctl_stationary:10%	0.1223	0.99710447048299	2245.71	2533	2668	2566	1940	1621	16.01	18.32
Rv2654c	Rv2654c	antitoxin	hypoxia_late:79%	0.2326	0.999999999603451	2168.64	2253	1595	2007	2942	2153	1.14	0.41
Rv1290c	Rv1290c	hypothetical protein	hypoxia_late:20%	0.1198	0.997797203754615	2242.32	2735	2764	2818	1698	1414	46.1	55.3
mntH	Rv0924c	divalent metal cation transporter MntH	hypoxia_late:16%	0.1233	0.997675287692971	2248.49	2516	2567	2605	2050	1596	37.83	41.9
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	0.1256	0.997795198873476	2248.58	2588	2647	2600	1976	1547	61.06	68.39
Rv2313c	Rv2313c	hypothetical protein	acidic:10%	0.1575	0.998825498521444	2232.4	2355	2132	2177	2567	1955	203.28	187.44
cobM	Rv2071c	precorrin-4 C(11)-methyltransferase	hypoxia_late:23%; PBS_RIF_DDmtb:11%	0.2129	0.999991311603052	2190.86	2322	1905	2027	2672	2069	31.8	26.48
Rv0944	Rv0944	formamidopyrimidine-DNA glycosylase	hypoxia_late:39%; human_sputum:10%	0.0041	0.900187011423323	2321.27	2008	1897	1836	3380	2657	36.77	30.19
gnd1	Rv1844c	6-phosphogluconate dehydrogenase	low_iron:7%	0.1343	0.99832015741905	2244.36	2739	2716	2736	1766	1451	153.7	177.49
Rv2315c	Rv2315c	hypothetical protein	high_iron:8%	0.1107	0.997930224696307	2244.75	2730	2776	2698	1773	1437	68.64	81.68
Rv3349c	Rv3349c	transposase	hypoxia_late:36%	0.193	0.999986334898406	2193.3	2311	1916	1986	2709	2089	23.21	19.51
Rv2325c	Rv2325c	hypothetical protein	microaerophilic:10%	0.1577	0.999209336714901	2230.67	2357	2123	2162	2575	1961	220.14	202.49
PPE20	Rv1387	PPE family protein PPE20	tyloxopol:12%; ctl_exponential:12%	0.1528	0.999246222327547	2226.87	2921	2791	2869	1348	1505	813.26	969.76
mtr	Rv2855	mycothione reductase	hypoxia_late:11%; tyloxopol:10%	0.118	0.997811861824194	2255.36	2602	2660	2636	1952	1548	52.86	60.03
Rv1063c	Rv1063c	NTE family protein	hypoxia_late:13%	0.1524	0.999040647688583	2235.74	2417	2399	2399	2279	1727	55.38	55.97
MT2138.2	MT2138.2	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.0128	0.91933441709586	2329.46	2061	2346	2450	1959	2887	27.97	28.16
hupB	Rv2986c	DNA-binding protein HU	hypoxia_hypoxic:12%; hypoxia_rar:11%	0.0554	0.973090237553326	2288.91	2049	2033	2015	3034	2390	1825.81	1613.24
Rv1727	Rv1727	hypothetical protein	hypoxia_late:29%	0.0713	0.978278672877398	2294.85	2111	1890	2045	3100	2421	43.96	37.07
Rv2686c	Rv2686c	antibiotic ABC transporter permease	PBS_RIF_DDmtb:12%	0.1811	0.999957490910622	2203.44	2297	2000	1959	2719	2084	66.88	57.26
mmuM	Rv2458	homocysteine S-methyltransferase MmuM	hypoxia_late:23%	0.1419	0.99835246964141	2259.51	2358	2228	2187	2555	1989	31.86	29.98
Rv3722c	Rv3722c	hypothetical protein	high_iron:8%	0.1365	0.998446871844528	2249.83	2617	2614	2596	1955	1577	282.71	312.01
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	0.0934	0.998462046371222	2215.81	3170	3134	3146	1149	1095	78.11	109.81
Rv1667c	Rv1667c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	0.1038	0.997103915717722	2268.73	2204	1990	1936	2963	2320	44.32	37.89
Rv1890c	Rv1890c	hypothetical protein	PBS_RIF_DDmtb:17%; ctl_stationary:15%; hypoxia_late:13%	0.0849	0.989225883633451	2296.34	2151	1934	2073	3033	2366	46.41	39.63
tesB2	Rv2605c	acyl-CoA thioesterase TesB	tyloxopol:9%	0.1393	0.99892068909574	2244.89	2356	2172	2111	2616	1995	166.02	153.63
Rv0180c	Rv0180c	transmembrane protein	zinc_limitation:10%	0.1191	0.998052261368857	2262.9	2630	2669	2655	1958	1531	111.13	125.79
celA2b	Rv1090	cellulase celA2b	hypoxia_late:19%; ctl_stationary:13%; PBS_RIF_DDmtb:13%	0.0122	0.924981193147905	2337.01	2043	1866	1865	3439	2651	27.27	21.86
Rv3524	Rv3524	membrane protein	zinc_limitation:16%	0.1429	0.999675608207479	2231.54	2308	2371	2379	2337	1793	231.36	231.69
trpC	Rv1611	indole-3-glycerol phosphate synthase	INDIGO_exponential:13%; high_iron:11%; ctl_exponential:11%	0.1704	0.999975646440541	2210.93	2342	2067	2036	2601	2036	1193.58	1070.63
Rv3242c	Rv3242c	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	0.1085	0.997386557078071	2277.12	2201	1954	2035	2967	2294	39.82	33.9
Rv0998	Rv0998	acetyltransferase	ctl_stationary:8%	0.1424	0.999561888570061	2236.28	2328	2345	2332	2396	1809	128.63	127.18
Rv0526	Rv0526	thioredoxin	high_iron:14%; hypoxia_hypoxic:10%	0.0435	0.973347635058639	2320.85	2091	2078	2042	3045	2420	199.39	178.09
Rv2260	Rv2260	hypothetical protein	ctl_exponential:9%	0.0397	0.967252359273221	2329.78	2074	2050	2077	3069	2455	187.58	166.9
Rv0248c	Rv0248c	succinate dehydrogenase flavoprotein subunit	tyloxopol:9%	0.1246	0.999085803269961	2241.63	3097	3009	3080	1204	1298	337.05	440.66
hemA	Rv0509	glutamyl-tRNA reductase	zinc_limitation:10%	0.1494	0.998977720351252	2258.94	2725	2651	2685	1787	1589	635.66	717.03
Rv0887c	Rv0887c	hypothetical protein	low_iron:21%; PBS_RIF_DDmtb:13%	0.0051	0.934228399032667	2342.46	2093	1878	1887	3405	2613	22.15	18
mce4B	Rv3498c	Mce family protein Mce4B	tyloxopol:8%	0.1251	0.998367520305756	2270.47	2416	2426	2426	2341	1781	135.96	138.83
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	0.0981	0.996246027725744	2299.23	2426	2491	2455	2377	1788	116.45	122.01
Rv1941	Rv1941	short-chain type dehydrogenase/reductase	INDIGO_exponential:9%	0.1464	0.999923965941642	2224.81	2286	2055	1994	2723	2103	264.22	234.89
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	0.0928	0.99773149931425	2275.07	2707	2829	2652	1855	1498	44.54	53.44
MT2958.1	MT2958.1	hypothetical protein	hypoxia_late:44%	0.1754	0.999999985585824	2211.29	2270	1821	1944	2892	2203	11.96	9.49
nei	Rv3297	endonuclease VIII	hypoxia_late:12%	0.1614	0.999965392134398	2234.2	2309	2038	2041	2732	2088	59.16	51.76
Rv1318c	Rv1318c	adenylate cyclase	nutrient_limitation:26%; PBS_RIF_DDmtb:22%	0.0944	0.998018245216471	2272.38	2817	2861	2892	1665	1384	60.32	74.96
ephB	Rv1938	epoxide hydrolase EphB	hypoxia_late:25%	0.1585	0.999827981884379	2253.35	2344	2337	2324	2401	1882	12.82	12.62
Rv2814c	Rv2814c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1584	0.999943548935431	2244.36	2330	2250	2354	2432	1878	22.41	21.67
aceE	Rv2241	pyruvate dehydrogenase E1 component	high_iron:10%	0.1097	0.99915953243482	2246.54	3458	3313	3380	940	1013	199.59	300.97
prsA	Rv1017c	ribose-phosphate pyrophosphokinase	tyloxopol:11%	0.1363	0.999582618077748	2253.31	2336	2338	2316	2424	1875	366.77	361.31
pks9	Rv1664	polyketide synthase	hypoxia_late:32%	0.0344	0.998043667976361	2244.04	3354	3440	3434	967	936	24.91	41.55
Rv1257c	Rv1257c	oxidoreductase	ctl_stationary:8%	0.1013	0.998080337210302	2283.59	2631	2678	2763	1957	1528	96.58	111.73
Rv3311	Rv3311	hypothetical protein	hypoxia_rar:8%	0.1054	0.998145520598948	2284.47	2553	2620	2679	2071	1600	136.87	152.42
Rv3380c	Rv3380c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1482	0.999776167384873	2263.92	2348	2305	2296	2492	1901	22.63	21.94
Rv0606	Rv0606	transposase	zinc_limitation:33%	0.0855	0.996889711777891	2304.62	2247	2130	2115	2844	2224	138.11	126.48
Rv3645	Rv3645	transmembrane protein	hypoxia_rar:10%	0.1092	0.998737440550937	2270.72	2912	2889	2944	1509	1402	232.04	287.24
cinA	Rv1901	competence damage-inducible protein CinA	ctl_exponential:8%	0.0938	0.998189532686712	2282.09	2573	2657	2629	2052	1601	167.4	189.54
dapC	Rv0858c	N-succinyldiaminopimelate aminotransferase DapC	hypoxia_late:18%	0.0896	0.997783889667706	2301.43	2467	2581	2589	2224	1710	53.04	58.34
Rv0200	Rv0200	transmembrane protein	high_iron:8%	0.0872	0.997994592454177	2288.01	2172	2057	2022	2933	2312	189.63	168.05
eccC4	Rv3447c	ESX-4 secretion system protein EccC4	hypoxia_late:39%; ctl_stationary:15%; PBS_RIF_DDmtb:14%	0.0741	0.994333250464162	2331.73	2676	3183	2958	1571	1542	1.82	3.33
fdhF	Rv2900c	formate dehydrogenase subunit alpha FdhF	microaerophilic:14%	0.0836	0.998851973264178	2249.85	3274	3231	3204	1106	1105	138.64	200.44
Rv0365c	Rv0365c	hypothetical protein	hypoxia_late:14%	0.1042	0.998248598186266	2291.45	2439	2512	2544	2281	1734	64.58	68.85
fgd2	Rv0132c	F420-dependent glucose-6-phosphate dehydrogenase	hypoxia_late:25%	0.1382	0.999820951503939	2263.64	2408	2418	2377	2335	1812	28.01	28.36
Rv3691	Rv3691	hypothetical protein	hypoxia_late:13%	0.1277	0.999803564999469	2259.81	2341	2368	2340	2425	1851	91.97	91.56
mesT	Rv3176c	epoxide hydrolase MesT	hypoxia_late:16%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	0.1374	0.999358094039452	2278.81	2363	2306	2238	2543	1964	18.96	18.19
folP1	Rv3608c	dihydropteroate synthase	microaerophilic:58%	0.1184	0.999053565822508	2274.04	2350	2213	2127	2669	2037	136.89	128.07
yrbE2A	Rv0587	hypothetical protein	hypoxia_fatty_acids:35%	0.1294	0.999824512829268	2263.6	2317	2113	2158	2698	2060	167.57	153.33
Rv2167c	Rv2167c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1437	0.999904686320928	2269.7	2345	2297	2325	2483	1919	22.18	21.58
Rv3238c	Rv3238c	integral membrane protein	cholesterol:12%	0.1398	0.99994922460565	2252.59	2261	2018	2091	2786	2146	86.9	76.35
embR	Rv1267c	transcriptional regulator EmbR	ctl_stationary:23%; hypoxia_late:17%; PBS_RIF_DDmtb:11%	0.1116	0.998623110343435	2291.18	2427	2510	2442	2325	1792	20.56	21.84
fadE22	Rv3061c	acyl-CoA dehydrogenase FadE22	hypoxia_fatty_acids:13%; ctl_stationary:12%	0.0545	0.998476505346933	2257.06	3157	3195	3141	1205	1161	87.96	125.96
tlyA	Rv1694	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	hypoxia_late:13%	0.1245	0.999734466829569	2273.97	2326	2129	2194	2689	2058	128.83	118.73
galTa	Rv0618	galactose-1-phosphate uridylyltransferase galTa	hypoxia_late:23%	0.0671	0.997595613803127	2322.98	2232	2110	2076	2947	2300	58.25	52.57
Rv0927c	Rv0927c	oxidoreductase	hypoxia_late:30%	0.1384	0.999974104191647	2256.96	2332	2140	1991	2749	2110	36.74	32.76
amt	Rv2920c	ammonium transporter integral membrane protein	human_sputum:14%; hypoxia_late:14%	0.0773	0.998025291747492	2315.11	2652	2763	2829	1948	1536	56.53	67.56
Rv0051	Rv0051	transmembrane protein	microaerophilic:9%	0.0739	0.998313740721342	2291.75	2872	2946	2911	1626	1385	101.78	129.68
lpdC	Rv0462	dihydrolipoamide dehydrogenase	INDIGO_exponential:9%	0.1117	0.998841680093017	2306.93	2697	2710	2799	1882	1590	435.35	503.14
purC	Rv0780	phosphoribosylaminoimidazole-succinocarboxamide synthase	hypoxia_late:10%	0.1378	0.999952151187471	2268.08	2354	2204	2314	2551	1940	84.61	80.45
Rv1491c	Rv1491c	TVP38/TMEM64 family membrane protein	human_sputum:15%	0.1224	0.999921849482439	2265.61	2269	2074	2110	2760	2148	213.03	191.78
Rv0802c	Rv0802c	succinyl-CoA transferase	ctl_stationary:11%	0.1215	0.999944107706087	2258.5	2195	1959	1958	2936	2311	53.17	44.89
Rv1154c	Rv1154c	hypothetical protein	ctl_stationary:9%	0.0041	0.969177363466313	2381.68	2138	2149	2137	3097	2454	68.1	62.46
Rv1249c	Rv1249c	membrane protein	ctl_exponential:8%	0.0571	0.996631633618687	2346.09	2282	2273	2152	2830	2223	168.14	159.7
lprG	Rv1411c	lipoprotein LprG	zinc_limitation:10%	0.0211	0.986948611386195	2359.99	2153	2212	2134	2990	2361	568.32	532.95
thiD	Rv0422c	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	low_iron:18%	0.1197	0.999933388144816	2265.56	2307	2142	2093	2710	2104	177.13	162.48
helY	Rv2092c	ATP-dependent DNA helicase HelY	cholesterol:9%	0.0543	0.998863470886405	2266.22	3394	3387	3448	995	980	84.69	132.57
Rv1756c	Rv1756c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.135	0.999924964421896	2282.59	2346	2302	2401	2489	1899	22.31	21.99
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.1293	0.999911212442534	2286.61	2361	2341	2321	2517	1916	21.99	21.64
lytB2	Rv1110	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	INDIGO_exponential:8%	0.0979	0.998829680814017	2319.07	2399	2433	2448	2445	1897	413.83	424.65
ephE	Rv3670	epoxide hydrolase EphE	hypoxia_late:13%	0.1143	0.999847250964022	2286.37	2351	2364	2405	2470	1869	92.38	92.57
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	0.0062	0.980095475214803	2379.59	2159	2194	2155	3030	2414	121.56	113.71
echA1	Rv0222	enoyl-CoA hydratase EchA1	acidic:10%	0.1115	0.999927972647387	2274.4	2293	2144	2101	2743	2121	198.69	182.85
Rv2884	Rv2884	transcriptional regulator	hypoxia_late:14%; PBS_RIF_DDmtb:13%	0.1225	0.999952959019059	2275.6	2290	2073	2131	2768	2149	73.69	66.24
recA	Rv2737c	recombinase A	zinc_limitation:36%	0.06	0.998959356074218	2277.84	3281	3272	3230	1121	1145	167.9	247.98
vapC18	Rv2546	ribonuclease VapC18	hypoxia_late:27%; PBS_RIF_DDmtb:24%; ctl_stationary:15%	0.0441	0.995364102289471	2372.61	2211	2290	2311	2360	2706	11.72	11.27
Rv2516c	Rv2516c	hypothetical protein	hypoxia_fatty_acids:27%	0.1148	0.999941664032043	2280.61	2318	2160	2142	2716	2094	145.39	134.44
ltp1	Rv2790c	lipid-transfer protein	zinc_limitation:20%	0.0602	0.998177991002273	2337.93	2503	2627	2728	2207	1703	151.44	172.13
Rv3816c	Rv3816c	acyltransferase	microaerophilic:7%	0.1098	0.999929123710313	2283.37	2288	2121	2156	2750	2131	207.42	190.57
ercc3	Rv0861c	DNA helicase Ercc3	zinc_limitation:17%	0.0531	0.998294952911	2330.21	2842	2963	2926	1743	1427	102.06	130.09
PPE60	Rv3478	PE family protein PPE60	acidic:25%	0.1005	0.999135289263115	2332.27	2509	2583	2604	2182	1833	1240.72	1351.67
arsB1	Rv2685	arsenic-transport integral membrane protein ArsB	PBS_RIF_DDmtb:10%	0.0477	0.99800554819881	2346.96	2548	2760	2649	2192	1675	100	116.16
Rv1543	Rv1543	oxidoreductase	human_sputum:7%	0.0863	0.999281833336574	2325.29	2406	2459	2477	2448	1868	267.39	278.31
Rv2181	Rv2181	alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	PBS_RIF_DDmtb:8%	0.0584	0.998346139016998	2343.8	2566	2717	2741	2132	1661	191.72	222.53
nrnA	Rv2837c	bifunctional oligoribonuclease/PAP phosphatase NrnA	PBS_RIF_DDmtb:13%	0.0831	0.999209545225262	2329.79	2396	2455	2445	2475	1905	300.52	311.17
dnaG	Rv2343c	DNA primase	hypoxia_late:9%	0.0248	0.998530552233053	2301.24	3005	3150	3085	1378	1314	109.45	152.04
Rv2091c	Rv2091c	membrane protein	human_sputum:8%	0.0178	0.995991000298818	2379.3	2187	2238	2232	2950	2329	500.47	478.03
lppZ	Rv3006	lipoprotein LppZ	zinc_limitation:11%	0.0749	0.998885800126729	2336.4	2453	2569	2576	2334	1798	277.49	301.18
lipM	Rv2284	esterase LipM	hypoxia_late:13%	0.0434	0.997989345684618	2358.03	2535	2727	2785	2174	1667	51.41	60.54
typA	Rv1165	GTP-binding translation elongation factor	microaerophilic:16%; PBS_RIF_DDmtb:11%	0.0311	0.998595889034989	2314.06	2986	3114	3187	1404	1307	98.26	135.29
oxcA	Rv0118c	oxalyl-CoA decarboxylase OxcA	hypoxia_late:14%; butyrate:11%; low_iron:10%	0.0238	0.997861764079122	2350	2831	3050	2917	1779	1426	34.03	45.51
narH	Rv1162	nitrate reductase subunit beta	microaerophilic:12%	0.073	0.998951773946485	2335.38	2914	2968	3002	1604	1469	342.82	437.12
lipA	Rv2218	lipoyl synthase	tyloxopol:9%	0.117	0.999999306101694	2292.25	2362	2311	2365	2522	1924	235.39	231.65
Rv2242	Rv2242	hypothetical protein	hypoxia_late:13%	0.039	0.998038680891065	2366.92	2511	2722	2713	2248	1720	96.05	111.04
nagA	Rv3332	N-acetylglucosamine-6-phosphate deacetylase NagA	hypoxia_late:27%	0.0559	0.99858339943184	2347.28	2442	2637	2480	2407	1816	47.23	52
Rv3714c	Rv3714c	hypothetical protein	zinc_limitation:16%; hypoxia_late:14%	0.1022	0.999957563871407	2306.27	2367	2300	2262	2623	2001	70.53	68.24
Rv1104	Rv1104	para-nitrobenzyl esterase	hypoxia_late:9%	0.0065	0.993457435583398	2394.61	2181	2202	2234	3019	2385	85.44	80.39
plcA	Rv2351c	membrane-associated phospholipase A	ctl_stationary:14%; hypoxia_late:13%; human_sputum:11%	0.0371	0.998117439132367	2372.6	2720	2923	2895	1954	1546	47.03	58.97
wbbL1	Rv3265c	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	human_sputum:9%	0.106	0.999994979633788	2301.14	2366	2292	2337	2576	1957	128.82	125.91
purF	Rv0808	amidophosphoribosyltransferase	low_iron:8%	0.0563	0.998750020101262	2354.63	2844	2926	2984	1751	1500	249.28	315.17
Rv1913	Rv1913	hypothetical protein	hypoxia_late:14%; ctl_stationary:10%	0.0882	0.999969613922485	2306.27	2283	2159	2084	2845	2198	53.95	49.38
Rv0883c	Rv0883c	hypothetical protein	hypoxia_late:9%	0.0788	0.999934657066899	2308.06	2255	2180	2105	2831	2204	205.39	190.3
fadD32	Rv3801c	long-chain-fatty-acid--AMP ligase FadD32	low_iron:9%	0.0523	0.999341691921818	2334.17	3064	3111	3208	1273	1453	595.35	814
