GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	sputum_250754_W0	sputum_503557_W0
nuoD	Rv3148	NADH-quinone oxidoreductase subunit D	high_iron:14%; tyloxopol:12%; INDIGO_exponential:10%; butyrate_plus_glucose:10%	-0.1245	0.981373999224464	1634.66	1742	1788	1703	1275	1694	223.88	240.27
Rv1218c	Rv1218c	tetronasin ABC transporter ATP-binding protein	butyrate:14%; cholesterol:12%	-0.1482	0.988993028741663	1629.05	1717	1679	1850	1207	1734	38.25	41.8
ilvA	Rv1559	threonine dehydratase IlvA	zinc_limitation:9%	-0.1296	0.981496428619358	1636.83	1702	1759	1842	1245	1672	305.43	327.22
metC	Rv3340	O-acetylhomoserine sulfhydrylase	acidic_tyloxopol:22%; hypoxia_hypoxic:13%	-0.1265	0.979710012032575	1632.94	1730	1773	1766	1266	1660	140.48	150.76
cut1	Rv1758	cutinase	hypoxia_late:36%; ctl_stationary:23%; PBS_RIF_DDmtb:14%	-0.2342	0.999983485476503	1623.65	1689	1005	1360	2049	2165	1.28	2.37
sirR	Rv2788	transcriptional repressor SirR	hypoxia_late:8%	-0.1307	0.980397436459482	1629.65	1737	1770	1743	1265	1663	166.81	179.82
cut3	Rv3451	cutinase	PBS_RIF_DDmtb:13%	-0.1405	0.986482262775103	1617.66	1697	1716	1863	1216	1636	106.44	115.03
mcr	Rv1143	alpha-methylacyl-CoA racemase	PBS_RIF_DDmtb:30%	-0.1447	0.983762520341425	1632.63	1744	1741	1716	1262	1730	48.57	53.25
Rv3909	Rv3909	hypothetical protein	hypoxia_late:12%; tyloxopol:11%	-0.1307	0.979364752822133	1629.36	1728	1774	1740	1261	1674	89.52	96.62
MT1578.1	MT1578.1	hypothetical protein	human_sputum:21%; hypoxia_late:12%; hypoxia_hypoxic:10%	-0.1797	0.995820181563958	1618.52	1827	1599	1447	1279	1991	54.76	62.82
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	-0.132	0.979215867631909	1629.1	1716	1772	1730	1257	1701	263.1	283.49
Rv2972c	Rv2972c	hypothetical protein	hypoxia_late:10%	-0.1323	0.980461577186495	1627.45	1739	1775	1704	1268	1680	205.83	222.86
glcB	Rv1837c	malate synthase	high_iron:9%	-0.1316	0.978984813172268	1627.01	1709	1768	1721	1252	1716	546.34	587.6
eccA1	Rv3868	ESX-1 secretion system protein EccA1	microaerophilic:11%	-0.1325	0.978229239711615	1627.83	1701	1762	1759	1249	1700	613.5	659.63
Rv0424c	Rv0424c	hypothetical protein	butyrate_plus_glucose:9%	-0.1379	0.981712443335479	1619.18	1735	1744	1684	1256	1706	212.78	230.87
dapD	Rv1201c	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	tyloxopol:13%; high_iron:11%	-0.1316	0.977378065209391	1625.67	1704	1756	1816	1248	1638	208	223.38
Rv1501	Rv1501	hypothetical protein	human_sputum:11%	-0.1389	0.979836348368907	1624.28	1719	1740	1781	1244	1670	90.64	98.2
Rv2199c	Rv2199c	cytochrome c oxidase polypeptide 4	INDIGO_exponential:15%; tyloxopol:12%; ctl_exponential:12%	-0.1346	0.975833136586474	1613.87	1710	1758	1742	1247	1643	523.62	564.38
Rv1363c	Rv1363c	membrane protein	hypoxia_late:16%; hypoxia_rar:11%; hypoxia_hypoxic:10%	-0.1356	0.978118645380521	1609.82	1725	1765	1679	1260	1648	168.42	182.33
Rv2307B	Rv2307B	hypothetical protein	hypoxia_late:19%	-0.1939	0.995080650277278	1613.29	1803	1535	1605	1237	1932	16.12	18.73
vapC47	Rv3408	ribonuclease VapC47	tyloxopol:13%	-0.1462	0.98003797917208	1612.85	1706	1697	1800	1213	1685	135.96	148.05
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	-0.1381	0.975516820182609	1612.12	1684	1749	1750	1233	1677	343.57	370.82
nrp	Rv0101	peptide synthetase Nrp	hypoxia_late:12%	-0.1431	0.975925987263396	1612.43	1673	1748	1790	1225	1661	72.11	78.36
fum	Rv1098c	fumarate hydratase	tyloxopol:11%	-0.1373	0.974870810899097	1612.24	1683	1743	1789	1231	1649	257.02	277.11
Rv3722c	Rv3722c	hypothetical protein	high_iron:8%	-0.138	0.975169835621231	1611.79	1685	1746	1780	1234	1647	283.7	306.18
PE_PGRS55	Rv3511	PE-PGRS family protein PE_PGRS55	hypoxia_late:44%	-0.1396	0.975486145315269	1611.18	1669	1739	1815	1228	1640	150.3	162.4
whiA	Rv1423	transcriptional regulator WhiA	hypoxia_late:11%	-0.1397	0.976452880319846	1605.25	1715	1763	1668	1250	1659	297.54	322.87
Rv1354c	Rv1354c	hypothetical protein	hypoxia_late:15%	-0.1514	0.981786930142722	1602.68	1746	1752	1589	1246	1711	24.53	27.17
aceAa	Rv1915	isocitrate lyase AceAa	acidic_tyloxopol:8%	-0.1383	0.975116007024751	1609.78	1699	1753	1733	1239	1656	262.76	284.2
Rv2614A	Rv2614A	hypothetical protein	butyrate_plus_glucose:12%; hypoxia_late:11%	-0.1692	0.989081399404885	1592.32	1775	1647	1515	1243	1817	94.59	106.02
Rv1100	Rv1100	hypothetical protein	human_sputum:8%	-0.1423	0.97579867758666	1604.03	1705	1727	1785	1227	1610	167.68	181.71
MT3058.2	MT3058.2	hypothetical protein	hypoxia_late:40%	-0.1819	0.989961120413107	1602.24	1724	1557	1678	1238	1850	85.82	97.02
Rv2739c	Rv2739c	transferase	hypoxia_late:28%	-0.1476	0.976680928912954	1603.29	1686	1720	1803	1224	1618	89.66	97.77
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	-0.1433	0.975282704298264	1599.81	1674	1747	1694	1229	1686	752.9	817.04
MTS2255	MTS2255	small intergenic RNA	human_sputum:17%; hypoxia_rar:12%; zinc_limitation:12%	-0.1394	0.974365829993364	1599.72	1693	1750	1700	1240	1645	831.22	899.16
lppE	Rv1881c	lipoprotein LppE	tyloxopol:10%	-0.1556	0.981277546211564	1595.6	1720	1721	1613	1253	1698	113.24	125
Rv1148c	Rv1148c	hypothetical protein	zinc_limitation:23%; hypoxia_late:12%	-0.1496	0.982308456257984	1581.14	1631	1686	1866	1179	1587	55.65	60.51
Rv0031	Rv0031	transposase	acidic_tyloxopol:10%	-0.1873	0.992091824360434	1582.72	1771	1555	1526	1221	1883	44.68	51.06
cstA	Rv3063	carbon starvation protein A	hypoxia_late:17%; ctl_stationary:11%	-0.1452	0.974877741428987	1594.03	1677	1709	1821	1198	1604	37.2	40.41
vapB31	Rv0748	antitoxin VapB31	human_sputum:11%	-0.1453	0.975815353450574	1591.79	1712	1733	1671	1235	1637	378.34	412.04
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	-0.1426	0.973071887119872	1595.4	1660	1732	1754	1212	1653	187.14	202.6
ftsW	Rv2154c	lipid II flippase FtsW	microaerophilic:14%	-0.145	0.974496756922513	1593.13	1696	1754	1650	1242	1652	192.33	209.62
Rv0614	Rv0614	hypothetical protein	hypoxia_late:23%	-0.1516	0.977925816235964	1591.54	1708	1694	1717	1186	1690	49.48	54.29
ceoC	Rv2692	TRK system potassium uptake protein CeoC	PBS_RIF_DDmtb:17%	-0.1501	0.975183602755522	1593.58	1698	1718	1719	1230	1633	134.93	147.48
vapB36	Rv1982A	antitoxin VapB36	human_sputum:22%	-0.1701	0.984134460108615	1583.23	1703	1627	1637	1217	1764	91.5	102.1
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	-0.1472	0.97373979945897	1586.5	1650	1730	1681	1209	1695	1571.51	1707.65
ceoB	Rv2691	TRK system potassium uptake protein CeoB	PBS_RIF_DDmtb:17%; ctl_stationary:10%	-0.1512	0.975343152189857	1581.24	1707	1731	1621	1236	1639	132.83	145.7
Rv3243c	Rv3243c	hypothetical protein	PBS_RIF_DDmtb:12%	-0.1596	0.980950568147027	1578.44	1738	1722	1525	1241	1696	53.68	59.61
rpsG	Rv0683	30S ribosomal protein S7	human_sputum:9%	-0.1451	0.972191739800284	1585.95	1658	1729	1713	1211	1651	1144.43	1241.45
accD5	Rv3280	propionyl-CoA carboxylase subunit beta	tyloxopol:11%	-0.1492	0.972807015649349	1580.41	1663	1736	1648	1219	1666	407.49	444.64
Rv1269c	Rv1269c	hypothetical protein	acidic_tyloxopol:14%; human_sputum:11%; butyrate:10%	-0.1466	0.972472711969886	1576.48	1690	1726	1667	1220	1609	389.35	424.04
Rv2184c	Rv2184c	hypothetical protein	microaerophilic:9%	-0.1471	0.970780039022366	1579.58	1651	1724	1724	1203	1629	351.33	381.64
MT2168	MT2168	hypothetical protein	acidic_tyloxopol:10%	-0.154	0.974937946605808	1575.35	1682	1699	1656	1222	1646	500.88	548.67
fadD1	Rv1750c	fatty-acid--CoA ligase FadD1	hypoxia_late:13%	-0.1651	0.977526430722517	1576.51	1714	1717	1591	1218	1673	37.06	41.4
echA5	Rv0675	enoyl-CoA hydratase EchA5	PBS_RIF_DDmtb:13%	-0.1544	0.973557492175545	1575.91	1678	1700	1693	1205	1635	99.26	108.87
hsdS.1	Rv2755c	Type I restriction/modification system specificity determinant hsdS_1	hypoxia_late:42%	-0.195	0.990337916887968	1560.76	1758	1553	1500	1204	1829	34.1	39.18
pafC	Rv2095c	proteasome accessory factor C	hypoxia_late:15%	-0.1526	0.972580947151172	1570.16	1692	1715	1652	1210	1612	110.93	121.53
PPE32	Rv1808	PPE family protein PPE32	acidic:31%; acidic_tyloxopol:11%	-0.164	0.983542671539517	1542.73	1591	1641	1868	1131	1532	77.72	85.26
Rv2989	Rv2989	transcriptional regulator	high_iron:12%; microaerophilic:10%	-0.1492	0.969510668566813	1572	1644	1710	1745	1196	1599	467.54	508.12
Rv2970A	Rv2970A	hypothetical protein	human_sputum:17%	-0.1549	0.972362455392918	1571.44	1672	1695	1707	1195	1621	527.15	577.62
Rv3311	Rv3311	hypothetical protein	hypoxia_rar:8%	-0.1522	0.969094413872973	1569.29	1649	1701	1772	1193	1567	137.65	150.2
Rv1728c	Rv1728c	hypothetical protein	tyloxopol:11%	-0.1609	0.971858818983316	1571.36	1645	1667	1787	1170	1627	85.81	94.41
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	-0.1531	0.968814019687061	1569.26	1641	1706	1753	1192	1589	178.17	194.49
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	-0.157	0.971375856802145	1560.26	1681	1705	1654	1206	1585	115.27	126.68
arsA	Rv2684	arsenic-transport integral membrane protein ArsA	zinc_limitation:10%	-0.1529	0.969568229420703	1559.73	1667	1711	1687	1200	1565	97.26	106.36
vapC18	Rv2546	ribonuclease VapC18	hypoxia_late:27%; PBS_RIF_DDmtb:24%; ctl_stationary:15%	-0.2142	0.994604626247678	1549.74	1812	1501	1394	1161	1946	12.06	14.39
mtc28	Rv0040c	hypothetical protein	tyloxopol:14%; hypoxia_hypoxic:13%	-0.155	0.970168527350422	1559.51	1670	1725	1616	1214	1601	234.28	257.28
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	-0.2308	0.993650854255725	1574.44	1753	1435	1699	1182	1853	13.4	16.04
MT2668	MT2668	hypothetical protein	nutrient_limitation:37%; butyrate_plus_glucose:18%	-0.1829	0.981959245773932	1558.3	1734	1582	1659	1125	1738	155.72	175.26
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	-0.158	0.970967626540045	1557.12	1664	1687	1661	1189	1616	478.5	525.56
Rv2129c	Rv2129c	oxidoreductase	high_iron:9%	-0.1556	0.969880893668125	1557.76	1671	1712	1649	1201	1586	152.88	167.9
MT3949	MT3949	fragment of putative small regulatory RNA	butyrate:21%; cholesterol:21%	-0.1613	0.973070517148698	1554.18	1691	1690	1601	1197	1622	746.11	822.43
Rv2689c	Rv2689c	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:19%; ctl_stationary:11%	-0.159	0.970954894919981	1555.81	1676	1719	1602	1215	1595	92.69	102.36
atpB	Rv1304	ATP synthase subunit A	tyloxopol:14%; INDIGO_exponential:12%; ctl_exponential:10%	-0.1541	0.96661334336308	1558.73	1629	1693	1776	1184	1548	224.47	244.86
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	-0.1674	0.975594416105861	1538.52	1601	1637	1843	1118	1543	82.53	90.85
MT2565	MT2565	hypothetical protein	hypoxia_late:39%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	-0.2944	0.999999996098691	1506.5	1668	886	1161	1761	2249	0.86	2.03
Rv0374c	Rv0374c	carbon monoxyde dehydrogenase small subunit	hypoxia_late:36%; ctl_stationary:18%; PBS_RIF_DDmtb:10%	-0.199	0.987701064678151	1541.39	1731	1522	1539	1120	1848	21.02	24.3
Rv0851c	Rv0851c	short-chain type dehydrogenase/reductase	microaerophilic:15%; hypoxia_late:13%	-0.1804	0.977427321779758	1550.63	1666	1607	1662	1117	1747	31.73	35.83
ppsC	Rv2933	phthiocerol synthesis polyketide synthase type I PpsC	zinc_limitation:16%; hypoxia_rar:12%; human_sputum:11%	-0.1622	0.969521468223236	1549.27	1630	1713	1571	1188	1676	303.72	334.83
lpqN	Rv0583c	lipoprotein LpqN	ctl_exponential:12%; acidic:12%	-0.1548	0.967122265728085	1545.36	1652	1702	1644	1191	1568	208.5	228.29
Rv1583c	Rv1583c	phage protein	hypoxia_late:12%	-0.2498	0.992471789619636	1584.46	1599	876	1388	2365	1897	3.95	6.15
PPE55	Rv3347c	PPE family protein PPE55	microaerophilic:41%	-0.1576	0.966966634273048	1549.33	1639	1723	1624	1187	1605	38.23	42.11
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	-0.1586	0.967442552638536	1546.19	1642	1707	1614	1190	1608	650.98	714.76
hisH	Rv1602	imidazole glycerol phosphate synthase subunit HisH	microaerophilic:39%	-0.161	0.966024099680902	1550.33	1628	1673	1767	1175	1545	166.69	182.75
MT3757	MT3757	hypothetical protein	hypoxia_late:38%	-0.2054	0.984156643880566	1550.89	1755	1624	1520	1157	1740	17.34	20.24
Rv3035	Rv3035	hypothetical protein	hypoxia_late:13%	-0.1591	0.964778036421715	1544.16	1635	1681	1732	1172	1536	124.08	135.97
lppV	Rv2796c	lipoprotein LppV	hypoxia_late:24%	-0.1786	0.974343234068888	1540.01	1661	1629	1597	1177	1667	70.64	79.18
adoK	Rv2202c	adenosine kinase	zinc_limitation:10%	-0.1605	0.965846413212817	1540.2	1616	1696	1631	1178	1611	588.46	645.82
cyp128	Rv2268c	cytochrome P450 Cyp128	hypoxia_late:28%; ctl_stationary:10%	-0.1895	0.979138257465052	1537.71	1680	1632	1501	1160	1754	15.55	17.9
xerC	Rv2894c	tyrosine recombinase XerC	hypoxia_late:17%; cholesterol:12%	-0.1675	0.969982726133502	1533.31	1679	1691	1551	1183	1593	89.21	99.09
galK	Rv0620	galactokinase	hypoxia_late:74%	-0.2252	0.978528555364024	1593.03	1524	980	1393	2539	1723	2.52	4.08
ansP1	Rv2127	L-asparagine permease	tyloxopol:12%; INDIGO_exponential:11%; high_iron:10%	-0.1605	0.963835128105626	1542.37	1598	1684	1729	1167	1569	265.35	290.67
Rv3368c	Rv3368c	oxidoreductase	hypoxia_late:16%	-0.1697	0.967383853009933	1535.37	1640	1656	1670	1162	1582	110.68	122.59
PE_PGRS6	Rv0532	PE-PGRS family protein PE_PGRS6	hypoxia_late:26%	-0.1653	0.966268080733366	1534.69	1636	1703	1595	1185	1584	166.49	184.27
Rv2306B	Rv2306B	conserved membrane protein	hypoxia_late:18%	-0.1901	0.979890842373814	1530.18	1711	1592	1516	1138	1735	49.58	56.39
psd	Rv0437c	phosphatidylserine decarboxylase	hypoxia_late:14%	-0.1683	0.965676231063593	1537.58	1625	1657	1715	1153	1574	108.05	119.44
serA1	Rv2996c	D-3-phosphoglycerate dehydrogenase	zinc_limitation:11%	-0.1627	0.964923911917533	1534.14	1594	1688	1626	1171	1623	669.54	735.38
Rv2971	Rv2971	oxidoreductase	tyloxopol:10%	-0.1631	0.965117055672575	1532.83	1622	1698	1603	1180	1591	505.31	556.47
vapB44	Rv3321c	antitoxin VapB44	INDIGO_exponential:15%; tyloxopol:12%	-0.1758	0.970377585357086	1531.66	1655	1642	1606	1148	1642	172.07	191.96
Rv0457c	Rv0457c	peptidase	hypoxia_late:18%; human_sputum:11%; ctl_stationary:10%	-0.1668	0.964303256276475	1535.59	1627	1682	1677	1174	1550	56.91	63.06
Rv0749A	Rv0749A	hypothetical protein	human_sputum:12%	-0.2072	0.986429131300398	1521.96	1740	1495	1537	1094	1798	87.32	100.67
Rv1502	Rv1502	hypothetical protein	INDIGO_exponential:11%	-0.1731	0.968579558973861	1529.09	1657	1660	1582	1165	1613	74.8	83.43
Rv1234	Rv1234	transmembrane protein	PBS_RIF_DDmtb:8%	-0.172	0.967165095224354	1524.09	1646	1675	1574	1181	1573	151.88	168.91
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	-0.1738	0.966989048789714	1529.35	1633	1640	1676	1129	1607	94.22	104.84
PE_PGRS32	Rv1803c	PE-PGRS family protein PE_PGRS32	hypoxia_late:34%	-0.1732	0.967342831338438	1523.05	1662	1708	1508	1194	1572	62.86	70.47
MT3135	MT3135	hypothetical protein	low_iron:23%	-0.1943	0.98094079122257	1518.69	1695	1559	1484	1126	1774	131.08	149.63
Rv3304	Rv3304	hypothetical protein	tyloxopol:10%	-0.1776	0.96758978966755	1525.08	1632	1616	1731	1123	1564	105.46	117.24
ppsD	Rv2934	phthiocerol synthesis polyketide synthase type I PpsD	zinc_limitation:13%; hypoxia_rar:10%; microaerophilic:10%	-0.1685	0.962845149131012	1530.35	1558	1664	1734	1121	1617	348.23	383.12
Rv1727	Rv1727	hypothetical protein	hypoxia_late:29%	-0.1958	0.977488005177115	1520.27	1665	1575	1556	1139	1703	44.5	50.86
Rv1676	Rv1676	hypothetical protein	tyloxopol:10%	-0.164	0.960945167511805	1527.63	1609	1670	1718	1155	1522	212.92	233.95
Rv1546	Rv1546	hypothetical protein	hypoxia_late:11%	-0.1759	0.966924265899303	1519.47	1634	1649	1584	1166	1594	151.82	169.31
Rv1514c	Rv1514c	glycosyltransferase	hypoxia_late:16%	-0.1868	0.971120982528235	1516.78	1621	1594	1590	1136	1678	43.12	48.76
Rv0922	Rv0922	transposase	zinc_limitation:19%	-0.1699	0.961912738147247	1519.77	1589	1678	1638	1156	1570	282.42	312.26
lsr2	Rv3597c	iron-regulated H-NS-like protein	hypoxia_hypoxic:17%	-0.1689	0.962644253282303	1514.27	1592	1680	1575	1159	1596	2166.73	2393.03
sodC	Rv0432	superoxide dismutase	tyloxopol:14%; high_iron:10%	-0.1689	0.959897005365362	1518.99	1578	1665	1698	1141	1549	475.21	523.74
mmpL9	Rv2339	transmembrane transport protein MmpL9	human_sputum:9%	-0.1774	0.96396610369581	1519.18	1597	1639	1798	1104	1506	27.41	30.55
PPE51	Rv3136	PPE family protein PPE51	zinc_limitation:19%; hypoxia_rar:12%	-0.1696	0.960709620767916	1516.68	1563	1663	1686	1128	1581	835.48	920.46
Rv3829c	Rv3829c	dehydrogenase	butyrate_plus_glucose:20%; hypoxia_late:12%; human_sputum:12%; ctl_stationary:10%	-0.1719	0.962446072152156	1516.1	1576	1676	1587	1150	1624	992.56	1098.38
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	-0.1769	0.964882139617496	1511.7	1648	1674	1546	1169	1551	175.01	195.62
Rv3126c	Rv3126c	hypothetical protein	hypoxia_late:16%; ctl_stationary:15%; hypoxia_hypoxic:15%	-0.2535	0.992705946405563	1512.48	1732	1396	1456	1146	1889	16.84	20.7
MT3210	MT3210	hypothetical protein	hypoxia_late:17%; ctl_stationary:10%; hypoxia_hypoxic:10%	-0.3038	0.999999981585672	1446.39	1606	746	980	1922	2268	5.06	8.38
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	-0.174	0.963394839585483	1511.8	1624	1671	1568	1168	1557	106.86	119.05
Rv3901c	Rv3901c	membrane protein	ctl_stationary:11%	-0.1885	0.968291298692898	1510.12	1608	1568	1689	1106	1620	84.15	94.66
Rv0831c	Rv0831c	hypothetical protein	tyloxopol:13%; ctl_exponential:10%	-0.1698	0.959815424072689	1512.31	1583	1672	1636	1149	1554	471.3	520.15
Rv1954c	Rv1954c	hypothetical protein	microaerophilic:28%; hypoxia_fatty_acids:26%; ctl_stationary:14%	-0.1737	0.960528532062232	1509.73	1615	1669	1622	1163	1510	295.62	328.24
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	-0.1775	0.964221374991912	1502.4	1620	1636	1565	1144	1578	112.31	125.32
Rv3463	Rv3463	hypothetical protein	butyrate:17%; hypoxia_late:12%	-0.1776	0.961003637920938	1508.66	1612	1661	1625	1158	1518	134.44	149.99
aspC	Rv0337c	aspartate aminotransferase	tyloxopol:10%	-0.1695	0.959530354802659	1502.43	1607	1677	1562	1164	1531	159.44	176.48
MT0270	MT0270	hypothetical protein	cholesterol:9%	-0.1809	0.964683973706212	1503.04	1600	1605	1623	1122	1600	494.24	552.02
Rv2039c	Rv2039c	sugar ABC transporter permease	hypoxia_late:20%; ctl_stationary:11%	-0.249	0.992203269051671	1498.92	1721	1390	1478	1055	1926	5.13	6.45
papA4	Rv1528c	polyketide synthase associated protein PapA	hypoxia_late:27%; ctl_stationary:13%	-0.2186	0.979112614183428	1505.34	1659	1508	1612	1070	1728	28.03	32.77
Rv0615	Rv0615	integral membrane protein	ctl_stationary:11%	-0.1792	0.963570929501937	1501.94	1626	1630	1615	1127	1546	277.84	309.44
lppJ	Rv2080	lipoprotein LppJ	acidic_tyloxopol:8%	-0.1731	0.958178091214344	1504.48	1588	1652	1709	1119	1494	222.99	246.84
Rv1632c	Rv1632c	hypothetical protein	human_sputum:14%	-0.1865	0.965066408375047	1501.09	1623	1631	1573	1134	1577	146.33	164.82
Rv3187	Rv3187	transposase	hypoxia_late:22%; ctl_stationary:18%	-0.2202	0.990852272911419	1449.57	1409	1440	1875	977	1626	16.84	19.47
Rv0697	Rv0697	dehydrogenase	acidic:18%; hypoxia_late:11%	-0.2284	0.982480254937335	1499.06	1729	1597	1314	1147	1758	9.16	11.14
Rv1518	Rv1518	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	-0.2039	0.972542914664201	1501.24	1653	1589	1540	1112	1650	24.4	28.12
Rv3365c	Rv3365c	hypothetical protein	hypoxia_late:8%	-0.1739	0.956611521504797	1503.77	1547	1646	1728	1105	1535	191.93	211.98
Rv2016	Rv2016	hypothetical protein	zinc_limitation:19%; hypoxia_fatty_acids:19%	-0.1732	0.958072493161659	1500.72	1584	1662	1646	1133	1513	361.34	400.37
efp	Rv2534c	elongation factor P	low_iron:9%	-0.1727	0.958361685960105	1496.09	1590	1668	1563	1152	1537	466.43	516.82
Rv0302	Rv0302	transcriptional regulator	hypoxia_fatty_acids:21%; nutrient_limitation:18%; PBS_RIF_DDmtb:12%	-0.1886	0.966347191194096	1489.94	1647	1633	1473	1151	1576	90.34	102.05
clpX	Rv2457c	ATP-dependent CLP protease ATP-binding subunit ClpX	INDIGO_exponential:9%	-0.1756	0.959247607730414	1494.01	1567	1666	1550	1130	1590	843.29	935.69
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	-0.1934	0.968196299654167	1489.01	1638	1608	1485	1142	1603	30.89	35.11
ldtB	Rv2518c	L,D-transpeptidase LdtB	zinc_limitation:13%; hypoxia_rar:10%	-0.1752	0.956106815678313	1499.53	1552	1648	1708	1114	1515	258.9	286.54
Rv1754c	Rv1754c	hypothetical protein	hypoxia_late:15%; tyloxopol:14%; ctl_stationary:11%	-0.1784	0.957009432538788	1499.21	1587	1655	1688	1116	1489	77.88	86.8
nanT	Rv1902c	sialic acid-transport integral membrane protein NanT	human_sputum:10%	-0.1792	0.958768590484275	1496.59	1577	1612	1735	1091	1512	60.91	67.73
panC	Rv3602c	pantothenate synthetase	hypoxia_late:10%	-0.1781	0.957488231440681	1498.32	1582	1651	1675	1132	1487	156.91	174.7
Rv1366	Rv1366	hypothetical protein	hypoxia_late:14%; human_sputum:12%; ctl_stationary:10%	-0.193	0.964071621186374	1495.24	1604	1571	1723	1081	1542	63.72	71.84
MT1083.2	MT1083.2	hypothetical protein	zinc_limitation:8%	-0.18	0.957891540292061	1484.68	1595	1654	1549	1137	1519	337.87	377.33
gpsI	Rv2783c	bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase	high_iron:11%	-0.1798	0.957248644375854	1486.96	1542	1653	1585	1111	1579	579.26	644.19
Rv2205c	Rv2205c	hypothetical protein	hypoxia_late:25%; human_sputum:14%	-0.1875	0.960651098533177	1481.44	1610	1625	1567	1113	1526	69.61	78.32
PE_PGRS36	Rv2098c	PE-PGRS family protein	hypoxia_late:52%	-0.1891	0.960511719638866	1488.47	1579	1623	1611	1107	1558	50.23	56.73
Rv2164c	Rv2164c	hypothetical protein	microaerophilic:20%	-0.1778	0.954898607596607	1483.46	1560	1645	1629	1110	1509	260.33	288.98
MT1627	MT1627	hypothetical protein	tyloxopol:10%	-0.2051	0.971883692422177	1466.07	1654	1534	1457	1082	1644	244.17	278.7
