GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
Rv2559c	Rv2559c	hypothetical protein	acidic:13%; microaerophilic:12%; acidic_tyloxopol:10%	4.2819	0.954623730686231	2296.51	2600	2855	2805	2009	1399	70.62	0
Rv3142c	Rv3142c	hypothetical protein	butyrate:8%	4.6043	0.989028924411181	2246.36	2599	1943	1880	2766	2113	130.03	0
Rv2079	Rv2079	hypothetical protein	PBS_RIF_DDmtb:14%; hypoxia_late:10%	4.1033	0.920877635335852	2305.93	2442	3163	3080	1910	1242	54.21	0
Rv0741	Rv0741	transposase	acidic:9%	4.6605	0.990998700578832	2260.02	2661	1722	1878	2809	2331	148.26	0
Rv1501	Rv1501	hypothetical protein	human_sputum:11%	4.3991	0.971326979563778	2278.52	2557	2510	2246	2398	1734	90.67	0
speE	Rv2601	spermidine synthase	hypoxia_late:21%	4.2134	0.952492692876594	2277.55	2555	2974	2644	2070	1341	63.71	0
Rv1152	Rv1152	transcriptional regulator	hypoxia_fatty_acids:17%	4.6602	0.990848175966998	2266.25	2596	1797	1987	2858	2176	142.04	0
MT2810	MT2810	hypothetical protein	PBS_RIF_DDmtb:10%	4.7219	0.994719378830409	2218.56	2749	1588	1596	2935	2411	163.91	0
PPE28	Rv1800	PPE family protein PPE28	hypoxia_late:14%	4.1306	0.924450401252992	2321.86	2448	3146	3248	1886	1221	55.59	0
Rv0076c	Rv0076c	membrane protein	acidic_tyloxopol:12%	4.6567	0.990893010798046	2270.14	2606	1833	2027	2818	2140	139.71	0
def	Rv0429c	polypeptide deformylase	hypoxia_late:10%; human_sputum:10%	4.516	0.984789735711758	2255.2	2612	2204	1896	2713	1915	109.93	0
PE_PGRS23	Rv1243c	PE-PGRS family protein PE_PGRS23	hypoxia_late:40%	4.2001	0.945410905269179	2306.08	2515	3011	3005	1972	1286	61.49	0
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	4.3553	0.964436865613891	2313.6	2504	2646	2623	2313	1577	81.64	0
irtB	Rv1349	iron ABC transporter ATP-binding protein/permease IrtB	low_iron:24%; hypoxia_late:16%	4.1658	0.940806313291992	2305.69	2514	3065	2870	2010	1309	59.42	0
Rv3066	Rv3066	DeoR family transcriptional regulator	hypoxia_late:16%; PBS_RIF_DDmtb:11%	4.4475	0.980398122877939	2265.45	2659	2297	1913	2537	1970	103.05	0
Rv3769	Rv3769	hypothetical protein	INDIGO_exponential:9%	4.6888	0.993667265061099	2246.13	2681	1643	1691	2945	2427	158.21	0
Rv2797c	Rv2797c	hypothetical protein	hypoxia_late:28%	4.1522	0.935285545479348	2320.1	2469	3056	2928	2041	1338	59.15	0
pafA	Rv2097c	proteasome accessory factor PafA	tyloxopol:10%	3.4921	0.526391110453543	2545.14	1274	2889	3098	2879	2861	301.33	6.66
xerC	Rv2894c	tyrosine recombinase XerC	hypoxia_late:17%; cholesterol:12%	4.4097	0.973691553670148	2302.65	2628	2524	2579	2225	1638	88.73	0
trcR	Rv1033c	two component transcriptional regulator TrcR	human_sputum:17%	4.43	0.973999831460051	2317.44	2556	2437	2441	2428	1772	94.65	0
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	4.2492	0.953531420419969	2330.63	2507	2912	2985	2101	1360	66.92	0
vapC45	Rv3180c	ribonuclease VapC45	hypoxia_late:22%	4.5655	0.98934611792695	2273.45	2636	2000	1856	2810	2139	125.32	0
Rv3190c	Rv3190c	hypothetical protein	zinc_limitation:12%	4.2256	0.955130207976319	2314.98	2541	2880	2585	2185	1514	68.82	0
Rv0731c	Rv0731c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	4.3981	0.967994640837314	2347.96	2483	2553	2925	2315	1578	85.9	0
miaA	Rv2727c	tRNA delta(2)-isopentenylpyrophosphate transferase	microaerophilic:23%; hypoxia_late:17%	4.3496	0.965822364483178	2333.34	2547	2631	2663	2254	1655	83.26	0
Rv0999	Rv0999	hypothetical protein	high_iron:8%	4.4302	0.974900640257855	2322.57	2566	2431	2416	2451	1793	95.39	0
Rv0434	Rv0434	hypothetical protein	human_sputum:11%	4.4688	0.980575116826005	2303.73	2577	2306	2217	2588	1870	102.7	0
Rv2979c	Rv2979c	resolvase	zinc_limitation:45%	4.5321	0.986350702203037	2288.42	2609	2165	2107	2706	1906	111.69	0
cysW	Rv2398c	sulfate ABC transporter permease CysW	nutrient_limitation:23%; PBS_RIF_DDmtb:21%	4.3965	0.973091982219862	2321.88	2551	2504	2484	2396	1730	90.33	0
purF	Rv0808	amidophosphoribosyltransferase	low_iron:8%	3.4805	0.506877766610727	2583.94	1247	2901	3367	2742	2981	251.46	5.4
PE16	Rv1430	PE family protein PE16	hypoxia_late:12%; ctl_stationary:11%	4.1576	0.943552447039028	2335.55	2552	3033	2953	1977	1387	60.67	0
vapC35	Rv1962c	ribonuclease VapC35	PBS_RIF_DDmtb:10%	4.5747	0.990084202659564	2278.99	2646	1956	1842	2857	2177	128.45	0
MT2424	MT2424	hypothetical protein	human_sputum:14%; ctl_exponential:12%	4.829	0.998902766900659	2164.55	2811	1116	1102	3479	2918	227.51	0
Rv1318c	Rv1318c	adenylate cyclase	nutrient_limitation:26%; PBS_RIF_DDmtb:22%	4.1771	0.944591585832156	2348.21	2482	3035	2989	2103	1358	61.44	0
Rv1914c	Rv1914c	hypothetical protein	hypoxia_late:12%	4.5882	0.990225036683617	2283.58	2639	1949	1886	2852	2170	130.24	0
PE18	Rv1788	PE family protein PE18	acidic_tyloxopol:12%	4.6434	0.995012260786991	2224.72	2862	1738	1417	2922	2396	148.55	0
gatC	Rv3012c	glutamyl-tRNA(GLN) amidotransferase subunit C	hypoxia_rar:14%; hypoxia_late:12%; hypoxia_hypoxic:11%	4.688	0.993419893549282	2280.45	2657	1673	1938	2888	2358	154.03	0
PE_PGRS19	Rv1067c	PE-PGRS family protein PE_PGRS19	hypoxia_late:33%	4.0725	0.929447593721645	2340.78	2479	3200	3086	1958	1278	52.66	0
vapC24	Rv0240	ribonuclease VapC24	low_iron:12%	4.5776	0.989662194845307	2296.78	2614	1978	2067	2768	2111	126.03	0
purC	Rv0780	phosphoribosylaminoimidazole-succinocarboxamide synthase	hypoxia_late:10%	4.3582	0.967990954105151	2349.07	2565	2591	2627	2332	1701	85.3	0
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	4.432	0.97524770077462	2346.76	2548	2417	2606	2433	1781	95.01	0
PE3	Rv0159c	PE family protein PE3	hypoxia_late:19%	4.1689	0.953053056271455	2332.82	2553	2981	2656	2152	1478	63.62	0
lpqC	Rv3298c	esterase LpqC	hypoxia_late:14%	4.3345	0.970864544649665	2327.16	2584	2638	2398	2374	1707	83.22	0
tagA	Rv1210	DNA-3-methyladenine glycosylase I TagA	zinc_limitation:14%	4.4516	0.980758073785762	2331.53	2622	2294	2308	2506	1956	103.02	0
vapB44	Rv3321c	antitoxin VapB44	INDIGO_exponential:15%; tyloxopol:12%	4.7425	0.995892366700577	2268.44	2670	1510	1774	3106	2476	171.2	0
mpr12	Rvnc0016	fragment of putative small regulatory RNA	human_sputum:12%	4.8101	0.998983354911965	2167.71	2848	1104	999	3584	2995	229.68	0
Rv1226c	Rv1226c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:18%; hypoxia_late:17%	4.1624	0.947038073765613	2352.63	2527	2996	2868	2110	1446	62.38	0
Rv1868	Rv1868	hypothetical protein	hypoxia_late:14%; PBS_RIF_DDmtb:12%	4.055	0.931563786841552	2351.69	2517	3226	3213	1904	1238	51.07	0
Rv0209	Rv0209	hypothetical protein	hypoxia_late:23%	4.2847	0.967613474382257	2345.14	2581	2762	2546	2343	1593	75.71	0
galE3	Rv0536	UDP-glucose 4-epimerase GalE	hypoxia_late:21%	4.32	0.969671403026445	2345.09	2588	2712	2564	2353	1603	79.15	0
fadD34	Rv0035	fatty-acid--CoA ligase FadD34	hypoxia_late:14%; human_sputum:12%	4.1542	0.939715775065339	2382.99	2467	3055	3300	2039	1335	59.28	0
Rv1476	Rv1476	membrane protein	ctl_exponential:14%	4.476	0.98483462620306	2317.97	2632	2232	2145	2610	2005	108.05	0
Rv2771c	Rv2771c	hypothetical protein	ctl_exponential:8%	4.5205	0.990168481000268	2279.47	2708	2075	1725	2832	2151	119.31	0
proV	Rv3758c	glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV	high_iron:10%	4.2394	0.964811917011408	2345.27	2583	2830	2434	2364	1613	72.06	0
rmlB	Rv3464	dTDP-glucose 4,6-dehydratase	INDIGO_exponential:10%	3.2462	0.868437904054176	2197.07	1780	3299	3637	3564	217	210.03	6.79
PPE64	Rv3558	PPE family protein PPE64	hypoxia_late:26%; human_sputum:14%	4.1442	0.945302835392182	2370.75	2487	3058	3079	2107	1361	59.09	0
Rv3166c	Rv3166c	hypothetical protein	hypoxia_late:19%	4.3243	0.967515772022311	2375.49	2571	2660	2770	2288	1677	81.26	0
Rv0679c	Rv0679c	hypothetical protein	microaerophilic:20%; ctl_stationary:18%; hypoxia_fatty_acids:17%	4.5194	0.987039950717187	2340.5	2633	2118	2242	2673	2071	116.16	0
Rv2118c	Rv2118c	tRNA (adenine(58)-N(1))-methyltransferase	hypoxia_late:12%	4.3731	0.979406856643394	2325.5	2684	2542	2341	2395	1728	87.84	0
Rv3204	Rv3204	DNA-methyltransferase	PBS_RIF_DDmtb:9%	4.6072	0.993482290124461	2288.95	2735	1802	1686	2938	2421	143.46	0
hisC2	Rv3772	histidinol-phosphate aminotransferase	hypoxia_late:15%	4.2888	0.965418618909048	2376.73	2576	2761	2813	2217	1627	76.76	0
MT3412	MT3412	hypothetical protein	INDIGO_exponential:12%; nutrient_limitation:11%; acidic_tyloxopol:11%	4.7081	0.997490137150407	2227.7	2812	1402	1303	3246	2751	182.78	0
Rv1624c	Rv1624c	membrane protein	acidic_tyloxopol:10%	4.4674	0.982288451029112	2365.11	2618	2253	2474	2543	1968	105.52	0
Rv3629c	Rv3629c	integral membrane protein	human_sputum:10%	4.25	0.964459049711854	2374.97	2589	2806	2733	2222	1632	73.38	0
Rv0882	Rv0882	transmembrane protein	tyloxopol:12%; hypoxia_late:11%; butyrate_plus_glucose:10%; butyrate:10%	4.6268	0.994003493828615	2302.55	2756	1753	1685	3013	2462	148.92	0
Rv0097	Rv0097	oxidoreductase	hypoxia_late:21%; human_sputum:19%	4.3339	0.975960586272912	2341.18	2664	2620	2296	2423	1763	84.36	0
Rv2128	Rv2128	transmembrane protein	tyloxopol:12%	4.3967	0.986393669056493	2299.68	2164	1823	2831	3405	1521	426.46	4.14
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	4.2617	0.966415388174044	2378.21	2568	2805	2676	2349	1600	73.8	0
crgA	Rv0011c	cell division protein CrgA	INDIGO_exponential:10%	4.6388	0.9942671393263	2321.16	2729	1715	1838	3003	2457	150.58	0
ldtA	Rv0116c	L,D-transpeptidase LdtA	acidic:14%	4.38	0.979642964019889	2353.83	2620	2489	2343	2530	1832	91.32	0
Rv1245c	Rv1245c	short-chain type dehydrogenase/reductase	hypoxia_hypoxic:8%	4.3343	0.975814056730365	2357.63	2648	2587	2342	2459	1804	85.46	0
recF	Rv0003	DNA replication/repair protein RecF	hypoxia_late:13%; human_sputum:12%	4.2588	0.965454811875734	2387.27	2543	2808	2875	2285	1557	72.47	0
lpqU	Rv1022	lipoprotein LpqU	hypoxia_late:13%; human_sputum:12%	4.4823	0.981786122220901	2398.21	2610	2347	2931	2418	1765	100.43	0
Rv2828c	Rv2828c	hypothetical protein	hypoxia_late:17%; microaerophilic:11%	4.463	0.986086318942055	2348.84	2663	2246	2173	2649	2047	107.98	0
echA11	Rv1141c	enoyl-CoA hydratase EchA11	hypoxia_late:15%; PBS_RIF_DDmtb:12%	4.4261	0.979859177210426	2385.91	2630	2469	2807	2384	1718	93.25	0
thyA	Rv2764c	thymidylate synthase ThyA	acidic_tyloxopol:12%	4.4023	0.976342560403551	2401.6	2575	2482	2792	2437	1786	91.81	0
Rv1977	Rv1977	hypothetical protein	ctl_stationary:11%	4.3413	0.975419050665574	2371.2	2634	2665	2833	2283	1562	79.91	0
truA	Rv3455c	tRNA pseudouridine synthase A	PBS_RIF_DDmtb:12%	3.2217	0.889434160264579	2199.06	1811	3329	3460	3604	236	270.8	9.29
Rv3762c	Rv3762c	hydrolase	hypoxia_late:13%	4.0264	0.936492734829696	2390.83	2561	3220	3092	1962	1386	51.78	0
Rv1149	Rv1149	transposase	ctl_stationary:14%	4.3666	0.9858344980434	2305.95	2329	2081	2402	3262	1608	199.93	1.34
Rv0862c	Rv0862c	hypothetical protein	hypoxia_late:22%	4.0054	0.92526579460516	2415.73	2486	3298	3577	1897	1232	47.96	0
Rv1351	Rv1351	hypothetical protein	tyloxopol:10%	4.606	0.993793843578296	2334.77	2736	1835	1929	2901	2369	140.6	0
Rv1524	Rv1524	glycosyltransferase	hypoxia_late:14%	4.1876	0.964368871482038	2383.34	2593	2913	2620	2325	1584	67.08	0
Rv0307c	Rv0307c	hypothetical protein	ctl_stationary:9%	4.5096	0.990888423041227	2338.99	2693	2112	2094	2747	2097	115.98	0
bioB	Rv1589	biotin synthetase	zinc_limitation:13%	3.4281	0.578663196265082	2648.82	1335	2923	2941	3010	3322	351.3	8.36
Rv2960c	Rv2960c	hypothetical protein	hypoxia_rar:12%	4.7163	0.996282122105844	2335.7	2686	1563	2005	3110	2474	166.16	0
Rv3431c	Rv3431c	transposase	acidic:13%	4.3684	0.976179574729714	2402.57	2591	2552	2806	2401	1738	87.46	0
Rv1025	Rv1025	hypothetical protein	hypoxia_late:10%	4.51	0.990137011324373	2349.67	2665	2100	2106	2798	2128	117.21	0
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	4.3497	0.983588419430893	2338.28	2820	2610	2266	2371	1705	84.66	0
phoY1	Rv3301c	phosphate transport system transcriptional regulator PhoY	INDIGO_exponential:10%	4.3554	0.980809728777909	2368.29	2695	2468	2154	2574	1988	93	0
Rv0356c	Rv0356c	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	4.4589	0.987284925436008	2367.57	2656	2314	2328	2689	1896	102.3	0
Rv3430c	Rv3430c	transposase	hypoxia_late:10%	4.1897	0.964526219528186	2396.31	2624	2884	2711	2232	1642	68.5	0
Rv2663	Rv2663	hypothetical protein	ctl_stationary:16%	4.6722	0.996852995816212	2302.65	2819	1596	1585	3193	2557	163.05	0
Rv0273c	Rv0273c	transcriptional regulator	ctl_stationary:12%; hypoxia_late:10%	4.4582	0.987365262768065	2375.31	2763	2291	2468	2467	1928	103.3	0
Rv0221	Rv0221	diacyglycerol O-acyltransferase	high_iron:9%	4.1598	0.961587198849309	2402.96	2621	2997	2905	2170	1496	63.25	0
Rv1367c	Rv1367c	hypothetical protein	ctl_stationary:10%	4.2389	0.967694641637373	2415.24	2580	2829	2823	2357	1605	71.91	0
vapB43	Rv2871	antitoxin VapB43	ctl_stationary:25%	4.6224	0.996656540562375	2287.68	2878	1699	1424	3166	2528	152.16	0
Rv0420c	Rv0420c	transmembrane protein	PBS_RIF_DDmtb:8%	4.5122	0.992721108980953	2339.06	2716	2041	1778	3025	2243	121.72	0
Rv1990A	Rv1990A	dehydrogenase	hypoxia_late:12%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	4.5564	0.993494127996096	2345.76	2771	1910	1834	2920	2397	134	0
Rv1211	Rv1211	hypothetical protein	acidic:10%; INDIGO_exponential:10%	3.5183	0.614418781425487	2688.41	1286	2757	2914	3082	3768	1472.09	35.81
PPE69	Rv3892c	PPE family protein PPE69	hypoxia_late:35%	4.2375	0.974343742040245	2378.9	2698	2853	2611	2289	1566	70.74	0
Rv1119c	Rv1119c	hypothetical protein	hypoxia_late:11%	4.721	0.9981093335867	2294.51	2829	1335	1514	3339	2818	191.14	0
Rv0767c	Rv0767c	HTH-type transcriptional regulator	hypoxia_fatty_acids:25%; hypoxia_late:16%; butyrate:16%	4.3608	0.984479114718236	2367.22	2692	2434	2135	2609	2004	94.31	0
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	4.3525	0.982059025671073	2383.16	2709	2470	2249	2549	1974	92.37	0
Rv0310c	Rv0310c	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:10%	4.4635	0.989886613146149	2362.41	2685	2182	2064	2803	2127	111.03	0
PE_PGRS50	Rv3345c	PE-PGRS family protein PE_PGRS50	hypoxia_late:56%	2.9789	0.83348008779541	2276.04	1895	3692	3829	3386	201	46.86	1.08
Rv3007c	Rv3007c	oxidoreductase	INDIGO_exponential:8%	4.4197	0.983310901703447	2407.82	2668	2352	2477	2578	1994	100.44	0
cyp143	Rv1785c	cytochrome P450 Cyp143	acidic_tyloxopol:8%	4.188	0.965270770102859	2417.87	2627	2898	2822	2228	1636	68.25	0
Rv1674c	Rv1674c	transcriptional regulator	hypoxia_late:29%; ctl_stationary:16%	4.3959	0.982106865390241	2411.27	2642	2389	2662	2472	1930	96.1	0
sdaA	Rv0069c	L-serine dehydratase	PBS_RIF_DDmtb:9%	4.1504	0.959209930365016	2424.13	2574	2985	3063	2178	1505	62.78	0
add	Rv3313c	adenosine deaminase	tyloxopol:10%	4.3023	0.976937281722672	2405.8	2682	2750	2835	2311	1576	76.61	0
MT3876	MT3876	hypothetical protein	tyloxopol:9%	4.4322	0.989398747439635	2361.22	2702	2255	1996	2784	2121	106.58	0
Rv3300c	Rv3300c	hypothetical protein	hypoxia_late:13%	4.2706	0.974499386178482	2407.82	2654	2711	2502	2445	1789	78.73	0
mmpL12	Rv1522c	transmembrane transport protein MmpL12	microaerophilic:12%	3.7536	0.90695110254917	2408.95	2498	3591	3497	1848	1114	33.95	0
Rv0546c	Rv0546c	hypothetical protein	tyloxopol:12%	4.5611	0.993504385305351	2368.67	2680	1951	2029	3024	2244	128.88	0
MT1822	MT1822	hypothetical protein	nutrient_limitation:14%	4.6901	0.998819749877337	2247.48	2881	1348	1172	3436	2894	190.41	0
Rv1255c	Rv1255c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%	4.4237	0.986570637774953	2397.86	2765	2326	2366	2576	1992	100.87	0
Rv0953c	Rv0953c	oxidoreductase	hypoxia_late:26%; human_sputum:12%; ctl_stationary:11%	4.3377	0.980546437349052	2407.28	2696	2599	2570	2444	1788	85.23	0
ask	Rv3709c	aspartokinase	microaerophilic:12%; zinc_limitation:10%	3.1275	0.518474415265403	2645.21	1287	3264	3304	3223	2490	352.24	11.67
Rv0199	Rv0199	membrane protein	hypoxia_rar:8%	4.3926	0.985668530969492	2390.38	2766	2403	2379	2499	1943	96.03	0
Rv3226c	Rv3226c	hypothetical protein	PBS_RIF_DDmtb:22%; zinc_limitation:11%	4.3443	0.981481814246245	2406.36	2658	2545	2403	2591	1879	88.8	0
metH	Rv2124c	methionine synthase	butyrate_plus_glucose:11%	2.8269	0.0119507875311113	2961.47	1118	3370	3751	2842	4363	361.44	13.68
lipW	Rv0217c	esterase LipW	hypoxia_late:24%	4.3087	0.975490137563981	2436.15	2615	2657	2840	2406	1744	81.62	0
ackA	Rv0409	acetate kinase	zinc_limitation:8%	4.1669	0.966433632553748	2423.76	2650	2902	2730	2276	1669	67.3	0
Rv0854	Rv0854	hypothetical protein	human_sputum:14%; ctl_exponential:12%	4.4117	0.989855800730679	2364.5	2803	2207	1846	2737	2297	109.46	0
lpqM	Rv0419	lipoprotein peptidase LpqM	zinc_limitation:8%	3.4419	0.557902235152321	2732.86	1300	2965	3256	2988	3499	236.75	5
Rv1042c	Rv1042c	IS2-like transposase	ctl_stationary:14%	4.3513	0.989144899237019	2339.35	2339	2085	2418	3409	1620	198.53	1.37
Rv1496	Rv1496	transport system kinase	hypoxia_late:13%	4.3005	0.979196929495359	2411.37	2775	2715	2744	2264	1663	78.64	0
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	4.1672	0.965936502899675	2432.59	2604	2951	2880	2297	1573	65.12	0
gadB	Rv3432c	glutamate decarboxylase GadB	hypoxia_late:16%	4.1267	0.960720951302464	2442.25	2601	3008	3031	2207	1538	61.58	0
mshA	Rv0486	D-inositol 3-phosphate glycosyltransferase	microaerophilic:17%	3.0519	0.095730107479934	2956.85	1263	3233	3415	3085	4291	357.5	11.4
MT0540	MT0540	hypothetical protein	human_sputum:18%	4.7067	0.999037374717912	2259.72	2899	1271	1156	3562	2971	201.79	0
Rv1841c	Rv1841c	hypothetical protein	zinc_limitation:8%	4.2657	0.969744760507914	2470.4	2598	2763	3202	2266	1664	75.49	0
trxB1	Rv1471	thioredoxin	hypoxia_fatty_acids:21%	4.5747	0.994008137776525	2396.89	2676	1905	2177	3043	2265	131.52	0
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	4.4926	0.99303339037511	2371.86	2742	2073	1837	3044	2264	119.46	0
Rv0794c	Rv0794c	oxidoreductase	hypoxia_late:16%	4.1052	0.958463807013941	2449.13	2585	3063	3154	2163	1489	59.12	0
ruvB	Rv2592c	Holliday junction ATP-dependent DNA helicase RuvB	PBS_RIF_DDmtb:15%	4.2091	0.973947109813361	2418.98	2674	2821	2582	2382	1720	72.12	0
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	4.3457	0.985667627077421	2395.45	2734	2450	2137	2647	2048	94.02	0
vapC19	Rv2548	ribonuclease VapC19	acidic_tyloxopol:10%	4.4747	0.992975808567781	2370.55	2802	2054	1810	2905	2376	120.71	0
dapE	Rv1202	succinyl-diaminopimelate desuccinylase DapE	hypoxia_late:11%	4.2287	0.973577933284472	2438.36	2700	2818	2780	2308	1688	72.84	0
Rv0347	Rv0347	membrane protein	hypoxia_fatty_acids:14%	4.2398	0.974411384259745	2439.2	2651	2777	2698	2405	1745	75.21	0
zur	Rv2359	zinc uptake regulation protein	hypoxia_fatty_acids:12%	4.4613	0.992880981373687	2371.01	2816	2086	1801	2889	2356	118.14	0
lppE	Rv1881c	lipoprotein LppE	tyloxopol:10%	4.4331	0.990797187566741	2393.59	2794	2152	1983	2777	2318	112.98	0
Rv0075	Rv0075	aminotransferase	INDIGO_exponential:10%	4.1988	0.96908907188075	2456.83	2595	2864	2992	2362	1606	68.64	0
Rv1598c	Rv1598c	hypothetical protein	cholesterol:8%	4.5077	0.993366015950808	2387.13	2719	2045	1980	3029	2246	121.15	0
Rv1443c	Rv1443c	hypothetical protein	zinc_limitation:7%	4.4876	0.991972951523509	2407.35	2738	2151	2279	2786	2125	113.93	0
Rv0393	Rv0393	hypothetical protein	hypoxia_late:33%	4.1508	0.966123076147138	2451.62	2594	2968	3042	2269	1550	63.66	0
Rv2655c	Rv2655c	prophage protein	hypoxia_late:12%; hypoxia_hypoxic:11%	4.1435	0.969577197308016	2431.14	2701	3006	2976	2165	1494	61.92	0
Rv2361c	Rv2361c	decaprenyl diphosphate synthase	zinc_limitation:7%	4.281	0.976752833492479	2459.62	2649	2676	2796	2452	1796	79.98	0
Rv3488	Rv3488	hypothetical protein	hypoxia_late:18%	4.5277	0.994715864349865	2379.09	2854	1926	1799	2982	2455	131.86	0
nicT	Rv2856	nickel-transport integral membrane protein NicT	INDIGO_exponential:10%	4.1698	0.968996827597821	2459.54	2667	2896	2794	2340	1704	68.36	0
Rv3238c	Rv3238c	integral membrane protein	cholesterol:12%	4.3172	0.981819263896221	2443.03	2711	2574	2543	2486	1940	87.72	0
MT1479.1	MT1479.1	hypothetical protein	ctl_exponential:17%; hypoxia_hypoxic:12%	4.6495	0.998406298711887	2326.62	2943	1599	1422	3352	2635	163.57	0
MT1266	MT1266	hypothetical protein	PBS_RIF_DDmtb:12%	4.6287	0.997931724749319	2332.12	2892	1534	1459	3304	2792	170.25	0
Rv1864c	Rv1864c	hypothetical protein	hypoxia_late:10%	4.2669	0.980784483393269	2432.25	2746	2634	2325	2533	1964	83.15	0
Rv0048c	Rv0048c	membrane protein	PBS_RIF_DDmtb:12%; acidic_tyloxopol:12%	4.2803	0.981985404279321	2430.01	2697	2671	2517	2503	1820	80.67	0
Rv0770	Rv0770	oxidoreductase	hypoxia_late:16%; butyrate:12%; ctl_stationary:10%	4.2941	0.977421669306731	2472.98	2652	2679	2852	2456	1800	81.36	0
Rv2975c	Rv2975c	hypothetical protein	hypoxia_late:15%	4.5986	0.99650636836339	2375.5	2810	1731	1760	3197	2559	149.77	0
Rv0926c	Rv0926c	hypothetical protein	hypoxia_late:12%	4.1836	0.973798207943102	2441.99	2669	2858	2685	2377	1713	69.75	0
Rv3605c	Rv3605c	hypothetical protein	microaerophilic:36%	4.4956	0.991388035532417	2441.92	2671	2128	2532	2792	2126	115.12	0
Rv2887	Rv2887	HTH-type transcriptional regulator	PBS_RIF_DDmtb:8%	4.4729	0.9932664186149	2392.19	2764	2096	1870	3053	2275	117.04	0
Rv3631	Rv3631	transferase	zinc_limitation:10%; hypoxia_late:10%	4.3562	0.983217744953598	2456.93	2644	2488	2714	2600	1888	90.31	0
Rv3076	Rv3076	hypothetical protein	hypoxia_late:11%; cholesterol:11%	4.4734	0.992047801523022	2419.62	2760	2157	2229	2840	2159	113.16	0
Rv1874	Rv1874	hypothetical protein	ctl_stationary:7%	4.3927	0.987462477178954	2441.99	2679	2426	2518	2715	1917	95.07	0
Rv0210	Rv0210	hypothetical protein	hypoxia_late:32%	4.068	0.965871186505506	2436.95	2655	3093	2790	2257	1549	57.62	0
Rv3712	Rv3712	ligase	hypoxia_late:27%	4.1546	0.968562784174134	2468.65	2625	2943	2938	2361	1612	65.12	0
Rv0228	Rv0228	acyltransferase	hypoxia_late:16%	4.1699	0.975029476782156	2438.57	2739	2930	2661	2369	1615	66.44	0
PE23	Rv2328	PE family protein PE23	PBS_RIF_DDmtb:15%	4.2383	0.977539729676411	2450.36	2714	2828	2921	2335	1589	71.45	0
